weightPerServing,veryHealthy,calories,Fat/g,Carbohydrates/g,Cholesterol/mg,Sodium/mg,Protein/g
186,FALSE,228.66,1.16,36.16,41.58,1229.18,17.98
272,FALSE,264.75,4.1,8.52,136.08,314.0,30.95
101,FALSE,73.23,2.44,2.27,45.36,262.01,10.63
40,FALSE,170.4,18.13,2.73,0.0,130.44,0.52
357,TRUE,438.39,18.2,34.74,136.0,212.36,32.97
448,FALSE,701.6,38.74,52.67,203.42,28829.18,35.97
286,FALSE,373.98,21.01,6.85,137.21,14924.98,39.73
264,FALSE,323.91,17.92,8.29,143.6,331.32,32.63
553,FALSE,617.59,27.0,35.67,116.13,2538.34,41.63
1168,TRUE,1011.29,28.69,16.45,720.0,836.7,162.45
805,FALSE,383.98,8.2,6.06,272.16,132205.84,67.72
164,FALSE,230.71,12.73,0.64,136.01,348.92,27.0
370,TRUE,286.55,9.7,14.82,136.0,595.19,32.87
226,FALSE,304.46,14.05,1.46,103.53,323.22,40.98
206,FALSE,272.62,4.04,29.62,90.72,1841.87,24.37
183,FALSE,186.27,5.73,0.88,136.08,640.36,30.94
217,FALSE,232.41,12.04,4.36,126.69,216.8,26.61
577,TRUE,450.64,12.73,48.66,136.08,369.42,36.34
1930,TRUE,1942.49,57.49,14.3,1480.31,1886.35,322.04
230,FALSE,212.0,5.82,4.0,136.08,1173.19,32.38
270,FALSE,223.92,7.62,6.65,136.08,414.52,31.08
339,FALSE,342.44,9.71,25.68,83.35,993.33,36.26
414,TRUE,544.9,25.96,3.93,125.87,1612.08,70.59
406,FALSE,528.69,33.88,29.15,110.73,920.21,28.21
999,FALSE,867.75,30.72,47.08,336.27,625.72,105.39
700,TRUE,702.33,18.98,25.1,167.83,863.97,96.34
1388,TRUE,1060.56,14.55,162.68,204.04,542.59,71.77
229,FALSE,302.72,7.6,22.12,143.6,502.27,35.0
292,FALSE,377.71,22.13,13.19,136.08,1104.76,32.73
296,TRUE,300.27,16.98,12.25,90.72,357.44,25.26
479,TRUE,527.66,28.79,34.28,136.08,657.34,40.84
286,FALSE,157.79,2.17,19.15,60.48,314.02,14.61
466,FALSE,429.63,14.12,14.62,326.84,1413.14,49.94
411,FALSE,683.1,36.55,44.04,276.32,742.26,43.52
450,FALSE,367.82,11.79,4.35,241.92,615.31,54.16
253,FALSE,274.23,10.59,2.12,181.44,594.53,40.53
320,FALSE,572.17,38.65,13.22,222.27,270.08,43.59
370,TRUE,507.28,35.76,13.6,136.08,390.95,34.19
452,FALSE,415.17,23.13,16.07,143.6,1194.21,34.06
1158,TRUE,582.82,16.1,12.24,362.87,170277.95,91.55
256,FALSE,300.84,10.13,16.53,152.6,534.26,33.08
358,FALSE,668.83,52.12,11.62,88.73,632.0,39.97
346,TRUE,411.72,26.84,10.97,136.72,348.52,32.46
609,FALSE,446.44,10.99,29.64,136.0,336.22,32.74
506,FALSE,660.31,37.2,19.58,146.75,449.59,38.3
388,FALSE,553.41,40.82,12.28,240.17,345.41,32.78
248,FALSE,437.17,32.09,4.81,136.0,1319.62,32.65
264,FALSE,464.19,33.36,2.88,206.94,422.8,31.05
310,TRUE,623.82,33.41,23.22,144.54,471.45,55.31
81,FALSE,86.94,2.12,12.0,9.09,339.76,3.46
789,TRUE,687.62,28.38,67.53,139.75,412.01,47.58
197,FALSE,217.93,8.26,4.62,136.08,267.75,31.05
329,FALSE,172.96,9.49,7.62,56.0,1121.23,15.56
286,FALSE,281.08,13.21,6.02,145.43,221.96,33.03
212,FALSE,160.53,2.49,6.62,68.04,532.87,29.03
831,FALSE,628.31,24.62,37.48,141.96,1563.19,41.59
703,FALSE,535.51,16.99,53.96,136.08,1005.26,40.94
1021,TRUE,903.01,18.71,22.17,468.48,480.34,106.12
353,FALSE,255.58,4.61,12.23,68.31,836.26,36.66
42,FALSE,36.08,2.48,3.45,0.0,331.01,0.66
234,FALSE,233.61,9.45,3.78,143.64,509.26,31.98
203,FALSE,158.71,14.38,7.76,0.0,203.27,1.69
700,FALSE,385.69,19.78,5.22,181.44,132263.93,45.9
831,TRUE,881.87,30.63,88.44,181.51,576.46,64.95
977,TRUE,1025.71,35.86,4.77,720.0,627.45,160.53
377,TRUE,509.14,16.58,52.11,113.4,305.02,37.46
722,TRUE,727.66,25.26,55.84,322.51,390.53,72.13
416,TRUE,543.72,20.55,48.7,141.75,1237.67,37.47
341,FALSE,331.71,7.93,0.41,272.16,245.0,60.32
969,TRUE,1018.0,35.1,4.36,720.0,1820.99,161.86
381,FALSE,656.1,23.29,60.04,157.62,634.7,41.9
324,FALSE,346.15,12.47,13.58,136.08,1406.73,31.37
539,TRUE,485.93,14.0,7.64,478.12,1362.62,78.02
1721,TRUE,1694.77,60.39,20.81,1065.65,1645.92,253.77
168,FALSE,153.21,3.7,6.03,75.6,538.18,18.68
685,TRUE,484.23,9.36,58.0,144.42,701.31,43.68
456,TRUE,246.81,6.54,19.42,114.04,552.84,29.16
573,FALSE,498.7,29.79,23.71,178.35,1024.04,37.54
685,TRUE,484.23,9.36,58.0,144.42,701.31,43.68
344,FALSE,331.09,18.24,10.15,136.08,331.9,32.11
400,FALSE,339.51,8.47,10.53,120.0,311.37,27.72
476,TRUE,379.28,18.11,17.51,136.08,341.93,33.42
8,FALSE,7.92,0.19,0.25,5.18,24.0,1.18
578,FALSE,633.87,30.57,44.27,235.35,375.64,42.33
247,FALSE,237.05,6.37,1.83,181.44,352.38,40.6
416,FALSE,494.55,18.38,61.65,127.2,555.99,21.57
311,FALSE,409.85,23.78,13.46,132.61,1198.67,34.43
556,FALSE,649.85,32.8,12.67,309.58,841.35,69.18
299,FALSE,440.28,7.51,44.24,180.0,738.98,45.64
245,FALSE,290.4,14.77,28.94,45.36,488.59,13.74
426,FALSE,461.99,12.5,11.92,222.55,1069.73,67.21
800,TRUE,784.73,31.84,11.57,480.0,967.77,108.38
183,FALSE,155.87,8.38,5.74,37.04,250.75,15.26
302,TRUE,231.55,4.37,16.26,136.08,432.43,31.99
587,TRUE,368.28,12.06,21.65,174.88,511.3,42.92
519,FALSE,250.18,5.54,15.51,90.98,870.68,33.27
1599,TRUE,1065.36,49.61,115.48,137.88,2789.75,53.97
33,FALSE,24.78,0.81,0.88,14.4,209.37,3.37
803,FALSE,1078.81,82.04,32.73,186.97,861.43,43.15
787,TRUE,684.93,40.65,16.98,272.16,1101.39,63.45
430,FALSE,259.26,0.9,55.71,6.99,1157.34,4.4
553,TRUE,766.57,37.35,68.71,85.05,1056.75,44.56
478,FALSE,471.75,18.58,15.7,141.22,156.13,33.25
305,FALSE,681.42,45.85,18.28,201.5,611.58,51.48
328,FALSE,337.12,6.83,5.7,73.65,312.69,35.44
731,TRUE,591.44,23.86,6.52,453.37,992.98,82.81
305,FALSE,427.67,20.84,40.45,90.72,126.97,21.24
438,FALSE,791.66,59.15,10.81,209.35,362.52,47.9
148,FALSE,435.3,38.81,16.4,107.43,456.03,9.17
47,TRUE,60.61,0.92,5.9,16.67,142.47,8.07
358,FALSE,433.57,6.89,68.53,28.35,883.89,18.07
232,FALSE,689.37,68.92,22.24,0.5,211.53,3.52
277,FALSE,424.21,25.36,25.95,62.37,492.18,26.56
84,FALSE,119.36,5.67,0.81,27.97,447.54,15.68
373,FALSE,541.06,37.93,20.69,112.8,1064.72,26.47
375,FALSE,486.77,25.14,30.34,143.84,938.93,33.9
28,FALSE,64.07,3.23,7.45,4.85,107.75,1.49
858,TRUE,625.51,26.08,37.52,94.5,651.61,28.69
734,TRUE,652.29,24.63,53.55,146.67,363.34,71.78
420,FALSE,547.15,29.08,3.95,272.73,2249.44,64.69
41,FALSE,56.8,4.96,1.81,5.58,192.9,1.62
114,FALSE,102.84,4.6,3.56,77.71,323.42,11.43
519,TRUE,300.07,10.93,9.68,62.94,411.54,40.9
928,TRUE,579.07,16.86,29.73,151.2,1402.39,71.09
775,FALSE,1167.19,61.59,79.46,148.58,2083.87,72.18
182,FALSE,274.37,15.81,5.25,113.4,454.75,27.3
627,FALSE,979.48,37.3,50.2,167.88,1012.87,80.97
491,TRUE,351.55,18.25,14.12,136.08,336.73,33.46
546,FALSE,690.05,52.25,32.09,88.21,2236.3,18.93
101,FALSE,211.22,21.26,4.94,0.5,197.83,1.0
334,FALSE,513.78,27.52,30.04,140.41,637.54,35.9
11,FALSE,28.98,1.99,1.39,15.02,52.81,1.17
707,FALSE,373.46,6.6,13.94,62.9,330.59,36.46
55,FALSE,83.27,4.76,1.57,34.52,136.94,8.39
428,FALSE,396.64,22.27,29.48,153.73,521.85,21.52
331,FALSE,352.05,9.22,31.44,73.94,410.15,34.75
8,FALSE,26.01,2.56,0.38,0.06,224.1,0.21
669,FALSE,459.95,28.44,6.12,180.0,132647.62,44.33
43,FALSE,31.07,1.01,1.4,13.61,69.62,4.01
452,TRUE,476.25,19.48,10.02,170.1,373.51,69.06
204,FALSE,292.01,16.6,2.23,85.05,671.6,34.47
44,FALSE,31.25,1.62,1.26,12.1,206.5,2.97
341,TRUE,346.36,11.41,17.47,62.94,309.5,39.6
162,FALSE,213.08,16.46,12.62,4.01,376.37,1.85
70,FALSE,53.51,2.1,4.6,15.55,211.42,4.19
139,FALSE,243.85,18.87,19.36,2.0,210.27,4.05
35,FALSE,33.32,1.12,2.4,13.61,206.53,3.32
42,FALSE,50.3,3.04,3.09,9.32,248.14,1.91
1010,TRUE,1191.93,56.11,23.43,340.19,1573.18,144.72
220,FALSE,331.93,21.57,3.08,141.96,400.9,30.67
28,FALSE,39.92,3.22,2.71,0.07,200.13,0.68
71,FALSE,137.68,10.37,0.66,45.33,237.39,10.22
746,TRUE,856.25,24.87,94.79,228.42,1308.48,59.09
943,TRUE,560.39,20.66,51.45,180.0,714.41,48.62
95,FALSE,275.46,16.63,21.33,74.94,358.95,10.21
554,FALSE,445.3,19.04,7.4,184.84,1190.46,56.18
430,TRUE,298.55,6.27,28.78,70.87,1181.01,34.58
342,FALSE,322.13,14.48,6.74,257.15,1280.09,32.59
385,FALSE,444.42,22.37,37.25,192.78,504.12,26.79
1009,TRUE,1106.53,62.78,91.13,99.29,3766.47,47.97
664,TRUE,754.04,24.63,58.19,341.2,1467.56,57.76
426,FALSE,301.15,8.44,17.59,146.83,530.87,32.41
41,FALSE,66.56,2.49,5.69,18.14,212.3,5.56
676,TRUE,548.79,21.03,18.61,204.29,263.64,69.08
276,TRUE,383.17,18.96,3.09,124.74,800.99,46.45
374,FALSE,335.86,11.68,15.15,151.2,390.3,35.31
554,TRUE,847.63,28.96,50.43,226.8,434.1,96.22
511,FALSE,187.22,14.57,12.97,0.08,117276.5,3.47
154,FALSE,305.68,30.24,10.28,7.76,270.08,1.5
452,FALSE,497.43,27.02,7.99,113.4,625.39,47.13
351,FALSE,100.59,2.33,5.84,60.24,1429.85,12.64
458,FALSE,356.17,18.04,21.07,0.5,1056.7,3.97
318,FALSE,315.29,12.93,6.17,181.44,245.46,41.22
249,FALSE,241.69,9.69,3.04,156.55,320.68,31.92
170,FALSE,380.16,38.27,11.25,0.67,215.79,4.01
44,FALSE,42.52,1.5,2.88,18.14,213.25,4.38
440,FALSE,425.6,12.18,41.96,107.62,300.23,38.56
1144,TRUE,1496.08,76.87,8.32,540.71,414.1,181.49
883,TRUE,2535.96,220.33,6.55,595.19,3033.3,125.24
290,FALSE,243.59,10.08,6.22,113.4,764.87,26.51
501,FALSE,640.87,22.92,29.04,226.8,2944.89,73.28
3655,TRUE,3809.33,118.53,3.44,2970.3,5112.53,639.42
2350,TRUE,754.59,22.57,49.6,210.77,6038.6,89.1
439,FALSE,342.75,18.36,13.99,142.97,818.41,30.83
648,FALSE,795.77,54.53,13.27,394.17,864.5,63.7
1534,TRUE,2614.56,152.75,71.33,977.26,2063.51,228.72
43,FALSE,26.03,0.13,5.96,0.13,710.49,1.15
525,FALSE,553.87,6.79,82.91,110.56,726.8,38.36
52,FALSE,50.46,2.97,0.79,21.77,236.58,5.12
206,FALSE,211.62,9.74,2.43,125.62,369.6,27.66
1371,TRUE,1149.36,19.64,59.67,450.0,1864.71,170.72
911,TRUE,1011.34,46.9,43.24,407.46,2345.04,105.82
2136,TRUE,7072.49,653.19,119.43,774.55,902.44,189.29
185,TRUE,335.75,3.21,49.82,97.62,1087.14,28.59
519,TRUE,529.25,18.69,23.56,273.42,480.02,63.93
376,FALSE,403.15,21.73,19.73,136.08,317.54,32.35
233,TRUE,264.73,16.22,6.82,56.7,270.67,24.92
1133,TRUE,1069.08,13.14,102.07,283.5,113683.58,133.13
192,FALSE,224.04,12.5,9.59,41.67,709.86,17.35
1381,TRUE,549.2,38.09,50.61,0.17,1229.98,9.37
30,FALSE,77.4,7.29,1.83,0.13,811.33,1.72
361,FALSE,313.61,12.3,20.2,136.08,335.65,33.76
552,FALSE,897.22,72.53,39.29,72.66,882.87,26.75
167,FALSE,114.74,3.9,8.39,22.68,455.99,10.35
12,FALSE,22.92,2.18,1.01,0.08,194.4,0.14
280,FALSE,292.29,12.52,19.3,113.4,1619.5,27.1
705,TRUE,644.81,18.86,4.46,480.0,419.2,107.55
1227,TRUE,995.39,26.75,44.35,251.72,1480.31,130.6
692,TRUE,1128.82,28.11,141.88,405.67,2513.58,62.57
746,FALSE,886.87,46.24,36.33,362.87,514.57,82.83
63,FALSE,52.05,1.36,1.57,35.28,246.73,8.04
1596,TRUE,1009.08,39.71,50.93,243.81,1303.04,119.48
1133,TRUE,1259.85,42.29,6.31,403.33,833.52,202.08
416,FALSE,494.55,18.38,61.65,127.2,555.99,21.57
908,FALSE,1592.75,129.58,70.78,142.59,1903.01,39.21
1080,TRUE,1174.82,46.74,19.8,921.99,2546.96,159.35
300,FALSE,488.98,28.22,17.77,172.99,1696.17,38.47
1313,FALSE,3485.04,313.01,110.99,496.85,3479.85,37.84
30,FALSE,78.0,7.36,1.84,0.13,811.33,1.72
612,FALSE,225.8,14.57,18.97,0.5,58.06,3.4
810,FALSE,481.13,27.8,12.06,288.31,770.04,37.33
349,FALSE,337.2,17.24,15.85,47.83,490.69,17.58
160,FALSE,278.55,20.76,0.48,98.3,334.02,21.73
1237,TRUE,1524.85,108.37,66.87,347.85,3868.11,83.08
535,TRUE,501.53,19.27,7.63,125.87,2742.25,71.38
849,FALSE,893.88,51.09,65.43,93.45,459.26,42.22
138,FALSE,452.44,42.88,8.1,132.3,882.39,11.45
868,FALSE,898.59,38.77,7.52,604.11,2325.26,123.64
551,FALSE,698.3,31.9,28.92,176.48,2166.18,68.25
704,TRUE,612.56,26.03,37.33,181.98,2929.33,56.87
420,FALSE,479.7,15.28,60.36,72.33,601.89,28.4
273,FALSE,153.86,4.38,14.56,34.02,293.37,15.67
593,FALSE,381.15,10.54,22.48,341.33,1743.64,47.07
869,TRUE,1069.3,62.7,65.71,224.0,2400.44,60.01
324,FALSE,543.73,22.48,31.2,271.59,697.18,54.83
1793,TRUE,626.05,11.15,78.5,76.54,13420.05,51.77
488,TRUE,1596.31,171.42,15.53,3.47,231.85,8.75
547,FALSE,493.47,23.04,33.26,299.68,512.39,38.75
101,FALSE,182.58,16.19,2.48,18.13,259.81,4.41
246,FALSE,287.83,12.04,38.81,32.66,40.36,11.05
202,TRUE,180.15,2.34,3.22,62.9,303.44,35.08
298,TRUE,185.76,5.09,6.63,70.87,177.99,29.84
1299,TRUE,1417.04,60.03,19.97,805.35,7686.6,201.52
1839,TRUE,2190.27,139.57,38.65,886.87,2126.57,183.9
1237,TRUE,1731.08,23.95,176.82,544.31,2279.44,139.46
1127,TRUE,1825.59,53.72,158.23,680.39,816.82,167.22
371,FALSE,688.84,54.45,8.32,180.22,592.13,40.91
706,FALSE,588.49,30.07,64.89,49.9,77.94,18.57
1305,TRUE,1726.48,105.55,32.79,720.0,827.88,162.59
575,FALSE,40.8,1.37,1.97,0.25,198254.39,5.32
477,TRUE,332.29,7.01,28.62,136.08,641.14,34.84
565,FALSE,289.9,10.21,21.17,70.87,310.09,31.49
650,FALSE,828.01,45.28,59.85,134.23,1348.36,42.96
424,FALSE,470.65,16.31,36.17,215.41,977.7,44.64
524,FALSE,572.13,22.12,60.73,110.67,2375.82,30.97
604,TRUE,711.76,34.01,24.45,119.0,921.26,50.06
1536,FALSE,2649.11,166.12,109.55,466.81,3461.8,107.32
631,TRUE,670.6,22.41,36.46,272.16,251.44,73.25
779,TRUE,630.07,21.72,14.44,189.0,963.59,81.0
197,FALSE,155.92,9.26,4.62,68.17,190.42,13.49
485,FALSE,567.17,28.11,10.22,272.16,3258.12,66.93
196,FALSE,303.88,18.97,2.42,0.0,171.62,30.01
421,FALSE,377.81,18.85,24.24,15.32,240.18,4.27
862,FALSE,586.67,42.34,8.5,241.64,189010.57,42.63
726,FALSE,435.67,15.24,25.98,129.11,1185.89,38.86
284,FALSE,303.43,16.28,6.14,84.58,820.46,27.68
211,FALSE,212.97,18.42,12.64,0.0,198.79,2.02
257,FALSE,157.44,1.16,6.9,79.95,2490.81,27.95
233,TRUE,278.47,12.78,8.43,83.35,756.41,33.37
794,FALSE,775.78,7.42,41.29,292.59,1923.89,125.69
438,FALSE,191.48,2.08,13.63,79.95,2353.24,28.67
218,FALSE,183.45,3.73,17.17,48.76,275.96,20.99
193,FALSE,422.77,30.48,9.38,147.24,657.58,26.45
332,FALSE,248.76,7.82,6.94,106.53,747.5,36.25
387,FALSE,165.85,5.73,5.67,82.52,864.52,22.07
452,FALSE,249.13,4.55,33.12,39.97,896.11,17.38
136,FALSE,337.61,31.86,3.19,63.43,336.64,10.5
605,FALSE,362.02,8.16,22.65,79.95,1262.25,28.46
218,FALSE,371.76,24.85,1.8,112.2,626.53,33.65
199,FALSE,454.09,34.01,1.05,112.67,570.51,34.07
701,FALSE,719.87,45.74,36.36,203.26,972.7,43.57
351,FALSE,394.77,18.82,20.14,115.41,753.64,37.62
228,FALSE,335.33,21.38,2.63,76.29,406.05,31.05
187,FALSE,337.78,21.23,0.65,100.39,302.31,34.18
245,FALSE,297.01,16.18,14.13,68.78,475.0,24.44
69,FALSE,48.52,3.43,5.02,1.25,212.23,0.65
1025,TRUE,1298.87,52.47,11.84,535.24,741.0,182.78
257,FALSE,262.12,9.79,29.44,33.45,65.7,14.95
208,FALSE,459.06,35.76,3.74,159.78,552.95,26.33
1967,TRUE,2435.66,88.5,23.04,1092.53,1362.42,364.63
148,FALSE,324.77,13.02,33.71,57.46,568.27,17.29
46,FALSE,91.66,7.29,1.62,31.94,87.18,5.0
133,FALSE,316.72,27.69,5.02,123.23,271.63,12.89
1042,FALSE,1062.75,25.3,145.48,365.29,703.28,62.1
176,FALSE,305.61,22.48,15.5,63.55,477.82,11.35
572,FALSE,700.06,23.46,83.3,147.84,906.53,42.64
1078,TRUE,1024.47,49.59,37.3,326.57,2294.96,107.33
323,TRUE,314.07,17.96,13.72,66.9,714.99,25.16
584,FALSE,805.59,33.49,97.09,243.57,1139.17,30.46
689,TRUE,660.98,15.53,55.09,200.71,539.34,72.43
423,TRUE,703.64,42.19,4.33,217.44,360.55,74.42
930,TRUE,1091.51,68.47,26.02,391.38,994.64,93.79
1198,TRUE,980.44,36.93,68.64,171.91,2610.54,84.71
358,FALSE,405.77,10.49,69.98,19.85,91.19,13.45
275,FALSE,718.32,55.5,17.32,129.16,592.15,40.25
311,FALSE,444.3,32.66,13.25,113.21,434.04,27.22
667,FALSE,1306.34,118.29,41.11,202.5,1029.73,37.4
269,FALSE,411.02,22.63,2.78,146.59,484.04,47.55
589,FALSE,730.12,26.21,103.13,30.82,333.67,12.95
227,FALSE,314.52,24.6,23.44,27.38,217.81,2.41
449,FALSE,1014.86,92.2,3.06,260.36,4886.04,46.38
252,FALSE,341.06,20.44,3.48,113.45,1724.47,34.71
683,FALSE,662.7,37.26,9.92,127.62,449.11,44.17
860,FALSE,565.12,27.58,53.93,30.53,556.9,11.31
27,FALSE,128.51,14.11,0.86,0.0,8.65,0.38
363,FALSE,434.43,11.43,40.35,77.99,697.88,41.07
100,FALSE,219.59,7.72,34.21,15.05,828.28,4.39
171,FALSE,332.76,29.77,2.93,96.18,532.7,14.53
316,FALSE,475.16,31.79,8.48,72.2,2575.34,19.97
182,FALSE,201.34,6.75,1.01,95.23,316.46,34.34
356,FALSE,333.57,8.07,1.11,161.33,532.99,60.79
241,FALSE,486.45,30.24,16.74,115.53,527.01,39.52
119,FALSE,180.99,4.59,26.43,10.16,39.85,4.91
62,FALSE,415.82,46.22,2.0,121.9,1375.4,0.88
225,FALSE,269.12,16.25,8.68,110.36,907.07,22.43
28,FALSE,130.49,14.29,0.87,38.21,196.67,0.51
179,FALSE,199.78,5.21,1.01,70.46,327.32,35.01
512,FALSE,642.74,39.72,22.51,117.59,737.98,49.42
216,FALSE,182.21,8.44,19.0,21.55,278.1,2.89
304,FALSE,332.45,20.46,28.36,31.85,475.2,12.19
1938,TRUE,1398.03,46.87,6.51,840.53,5772.42,225.8
359,FALSE,357.66,24.83,6.93,107.03,1174.54,22.47
732,TRUE,1275.04,72.68,4.01,448.15,532.58,144.81
350,FALSE,247.09,10.52,3.64,145.16,2084.06,33.0
209,FALSE,401.7,24.39,8.38,93.4,425.02,36.07
290,FALSE,344.2,23.74,9.26,96.98,787.2,23.67
378,FALSE,627.65,23.75,45.63,121.64,447.5,48.22
204,FALSE,407.91,27.51,11.16,125.21,627.56,28.54
168,FALSE,268.02,11.92,8.68,77.09,328.11,30.98
200,FALSE,230.63,20.94,7.96,15.05,1066.89,2.29
71,FALSE,352.13,37.2,5.69,61.01,412.57,0.88
442,FALSE,497.11,25.54,28.86,140.4,367.46,38.6
165,FALSE,224.6,16.4,5.48,197.81,536.81,15.16
394,FALSE,398.61,26.25,18.84,110.08,751.32,17.81
886,FALSE,1296.47,49.51,123.8,258.85,1348.39,70.13
115,FALSE,432.68,21.32,49.12,61.45,197.9,10.82
416,FALSE,567.28,26.85,3.55,186.38,619.46,60.39
73,FALSE,89.75,4.85,8.32,12.33,264.44,4.36
1220,TRUE,2120.17,126.6,47.93,825.14,3326.58,166.8
346,FALSE,424.3,19.27,19.92,104.79,783.13,35.65
304,FALSE,419.75,23.46,14.33,123.65,942.9,38.51
650,TRUE,684.81,32.16,25.85,213.07,705.55,70.77
1007,FALSE,987.81,23.84,11.17,415.11,1867.87,153.12
178,FALSE,208.93,6.55,0.28,74.22,582.52,34.97
1042,TRUE,519.14,19.17,38.73,113.4,1644.6,53.92
273,FALSE,447.24,30.92,5.73,117.13,448.77,35.1
216,FALSE,423.48,28.46,2.19,134.22,211.09,35.02
171,FALSE,128.82,5.0,8.64,31.16,437.01,12.3
383,FALSE,396.64,23.78,1.73,198.24,1396.48,42.76
563,FALSE,468.37,11.2,29.99,105.92,1605.03,36.04
335,FALSE,1021.62,34.24,128.93,45.8,233.17,53.23
551,FALSE,485.78,21.14,38.99,103.1,554.63,34.27
191,FALSE,199.28,11.83,1.2,99.12,779.83,21.39
920,FALSE,1072.28,31.45,82.18,315.08,1401.16,118.67
296,FALSE,350.73,12.64,2.43,156.75,198.76,57.35
410,TRUE,604.38,31.49,50.56,113.45,338.53,39.54
214,FALSE,350.39,28.0,1.09,141.8,1242.68,23.69
209,FALSE,468.64,36.21,0.52,123.65,356.06,34.06
232,FALSE,236.63,8.14,5.19,77.99,305.4,35.57
252,FALSE,238.31,17.37,19.14,10.53,107.4,3.72
202,FALSE,274.94,15.38,10.37,106.64,797.85,23.12
69,FALSE,255.22,26.9,4.08,62.4,712.18,1.21
202,FALSE,255.83,8.48,10.7,88.71,455.1,32.43
131,FALSE,594.74,55.01,17.7,61.55,434.15,13.13
588,FALSE,893.73,54.22,2.11,258.13,490.25,93.49
361,FALSE,501.87,35.72,5.69,194.32,1430.88,38.68
353,FALSE,490.39,21.06,22.11,91.55,511.69,52.02
315,FALSE,391.66,23.56,6.27,119.49,350.5,37.61
60,FALSE,77.17,3.59,0.57,33.76,51.58,10.8
400,FALSE,354.64,16.03,6.89,143.93,683.99,48.24
68,FALSE,124.46,7.84,1.32,43.16,27.03,11.95
186,FALSE,245.23,12.17,0.47,106.22,371.13,31.86
215,FALSE,206.64,8.29,6.1,85.92,712.95,29.28
295,FALSE,288.91,4.88,21.03,68.31,308.73,40.29
231,TRUE,309.4,19.29,3.92,80.88,135.92,32.12
209,FALSE,468.64,36.21,0.52,123.65,356.06,34.06
510,TRUE,1001.21,66.95,0.99,323.82,628.53,94.6
225,FALSE,828.81,88.21,10.71,57.79,749.12,2.31
57,FALSE,77.83,5.01,2.01,21.61,230.1,6.46
34,FALSE,44.72,2.04,0.22,19.13,29.21,6.12
502,TRUE,734.51,35.57,5.73,211.5,581.62,90.86
438,TRUE,1149.02,87.05,27.83,246.07,751.09,66.33
666,FALSE,349.18,13.15,42.6,99.12,782.61,26.05
195,FALSE,314.7,20.22,0.48,146.75,296.59,31.65
308,TRUE,437.18,24.1,15.02,106.48,481.08,40.2
90,FALSE,174.94,15.75,4.06,35.5,424.88,4.91
276,FALSE,447.0,31.55,4.86,138.7,413.13,34.87
305,FALSE,333.62,7.89,32.88,207.14,1503.16,30.23
383,TRUE,738.74,40.28,17.06,204.73,396.92,72.97
247,TRUE,326.83,10.47,18.04,64.14,543.69,38.97
233,FALSE,354.13,20.49,3.76,106.64,372.76,35.21
652,TRUE,670.0,33.68,54.28,128.5,349.91,39.67
880,TRUE,645.24,20.78,85.04,73.14,3145.73,44.67
247,FALSE,421.45,23.95,33.09,61.65,1320.93,21.34
1132,TRUE,777.81,26.78,37.52,231.1,465.5,97.33
357,FALSE,934.99,72.55,28.51,225.03,577.54,41.33
314,FALSE,307.05,9.49,20.07,77.99,294.02,37.13
607,TRUE,608.56,31.8,23.85,157.54,432.3,59.05
283,FALSE,529.61,35.77,3.14,194.82,270.33,48.29
1139,FALSE,1468.38,70.34,15.04,312.8,5469.87,147.6
190,FALSE,146.52,6.2,22.89,15.6,67.26,1.89
181,FALSE,221.26,11.31,0.78,106.18,442.09,28.12
148,FALSE,348.43,30.16,8.17,61.56,603.44,0.88
236,FALSE,485.07,28.84,18.05,443.9,2031.65,37.78
45,FALSE,72.15,4.51,5.76,11.67,28.7,4.05
68,FALSE,113.95,7.1,1.83,41.53,193.3,10.29
317,FALSE,285.31,15.34,15.89,53.41,547.38,18.52
675,FALSE,740.64,44.96,12.89,248.17,359.48,70.07
277,FALSE,331.32,20.17,7.65,135.87,707.18,24.85
502,FALSE,1424.2,127.64,2.24,430.86,356.37,68.67
253,FALSE,505.81,39.09,2.43,179.41,432.28,35.54
538,TRUE,649.47,33.55,49.7,128.5,337.37,38.58
202,FALSE,405.55,27.13,3.67,123.65,175.21,36.16
435,FALSE,819.23,68.47,21.03,230.75,1261.67,33.8
22,FALSE,6.81,0.36,0.75,0.87,218.68,0.34
430,FALSE,696.12,57.58,1.97,294.04,1606.64,43.1
333,FALSE,529.54,31.07,21.57,124.63,1258.24,32.72
165,FALSE,241.38,11.94,3.45,86.97,321.74,28.67
394,FALSE,906.04,62.41,37.21,173.44,747.73,48.54
575,FALSE,372.59,15.68,29.2,109.61,1531.4,31.07
401,FALSE,952.92,82.55,54.69,120.4,284.24,6.22
96,FALSE,240.14,21.07,1.07,43.68,356.09,11.06
125,FALSE,217.37,12.91,1.48,77.42,100.48,22.82
1312,TRUE,651.69,21.17,52.06,124.48,480.21,47.77
235,FALSE,528.33,39.8,1.38,132.42,655.45,39.56
240,FALSE,475.4,32.08,17.41,223.73,447.18,28.89
31,FALSE,206.47,23.11,0.33,61.56,203.33,0.55
268,FALSE,288.1,12.86,5.44,15.05,441.02,31.84
397,FALSE,433.4,13.95,30.03,101.08,303.48,35.24
492,FALSE,670.91,33.29,39.15,131.02,480.48,37.4
228,FALSE,164.21,7.93,0.91,79.23,1088.76,21.55
335,FALSE,493.46,42.45,11.25,137.05,1328.09,19.38
